


[1506/10000] -  loss: 91.990, mean of ED: 0.480
loss: 34.917, mean of ED: 0.711

[1507/10000] -  loss: 91.829, mean of ED: 0.479
loss: 34.879, mean of ED: 0.711

[1508/10000] -  loss: 91.669, mean of ED: 0.479
loss: 34.840, mean of ED: 0.711

[1509/10000] -  loss: 91.510, mean of ED: 0.478
loss: 34.802, mean of ED: 0.710

[1510/10000] -  loss: 91.350, mean of ED: 0.478
loss: 34.764, mean of ED: 0.710

[1511/10000] -  loss: 91.192, mean of ED: 0.477
loss: 34.726, mean of ED: 0.709

[1512/10000] -  loss: 91.033, mean of ED: 0.477
loss: 34.688, mean of ED: 0.709

[1513/10000] -  loss: 90.876, mean of ED: 0.477
loss: 34.650, mean of ED: 0.709

[1514/10000] -  loss: 90.718, mean of ED: 0.476
loss: 34.612, mean of ED: 0.708

[1515/10000] -  loss: 90.562, mean of ED: 0.476
loss: 34.574, mean of ED: 0.708

[1516/10000] -  loss: 90.405, mean of ED: 0.475
loss: 34.537, mean of ED: 0.707

[1517/10000] -  loss: 90.250, mean of ED: 0.475
loss: 34.499, mean of ED: 0.707

[1518/10000] -  loss: 90.094, mean of ED: 0.475
loss: 34.462, mean of ED: 0.707

[1519/10000] -  loss: 89.939, mean of ED: 0.474
loss: 34.425, mean of ED: 0.706

[1520/10000] -  loss: 89.785, mean of ED: 0.474
loss: 34.387, mean of ED: 0.706

[1521/10000] -  loss: 89.631, mean of ED: 0.473
loss: 34.350, mean of ED: 0.706

[1522/10000] -  loss: 89.477, mean of ED: 0.473
loss: 34.313, mean of ED: 0.705

[1523/10000] -  loss: 89.324, mean of ED: 0.473
loss: 34.276, mean of ED: 0.705

[1524/10000] -  loss: 89.172, mean of ED: 0.472
loss: 34.239, mean of ED: 0.704

[1525/10000] -  loss: 89.020, mean of ED: 0.472
loss: 34.202, mean of ED: 0.704

[1526/10000] -  loss: 88.868, mean of ED: 0.471
loss: 34.166, mean of ED: 0.704

[1527/10000] -  loss: 88.717, mean of ED: 0.471
loss: 34.129, mean of ED: 0.703

[1528/10000] -  loss: 88.566, mean of ED: 0.471
loss: 34.093, mean of ED: 0.703

[1529/10000] -  loss: 88.416, mean of ED: 0.470
loss: 34.057, mean of ED: 0.703

[1530/10000] -  loss: 88.266, mean of ED: 0.470
loss: 34.021, mean of ED: 0.702

[1531/10000] -  loss: 88.116, mean of ED: 0.469
loss: 33.984, mean of ED: 0.702

[1532/10000] -  loss: 87.967, mean of ED: 0.469
loss: 33.948, mean of ED: 0.701

[1533/10000] -  loss: 87.819, mean of ED: 0.469
loss: 33.913, mean of ED: 0.701

[1534/10000] -  loss: 87.671, mean of ED: 0.468
loss: 33.877, mean of ED: 0.701

[1535/10000] -  loss: 87.523, mean of ED: 0.468
loss: 33.841, mean of ED: 0.700

[1536/10000] -  loss: 87.376, mean of ED: 0.467
loss: 33.805, mean of ED: 0.700

[1537/10000] -  loss: 87.229, mean of ED: 0.467
loss: 33.769, mean of ED: 0.700

[1538/10000] -  loss: 87.083, mean of ED: 0.467
loss: 33.734, mean of ED: 0.699

[1539/10000] -  loss: 86.937, mean of ED: 0.466
loss: 33.698, mean of ED: 0.699

[1540/10000] -  loss: 86.791, mean of ED: 0.466
loss: 33.663, mean of ED: 0.698

[1541/10000] -  loss: 86.646, mean of ED: 0.465
loss: 33.628, mean of ED: 0.698

[1542/10000] -  loss: 86.502, mean of ED: 0.465
loss: 33.593, mean of ED: 0.698

[1543/10000] -  loss: 86.358, mean of ED: 0.465
loss: 33.558, mean of ED: 0.697

[1544/10000] -  loss: 86.214, mean of ED: 0.464
loss: 33.523, mean of ED: 0.697

[1545/10000] -  loss: 86.071, mean of ED: 0.464
loss: 33.488, mean of ED: 0.697

[1546/10000] -  loss: 85.928, mean of ED: 0.463
loss: 33.454, mean of ED: 0.696

[1547/10000] -  loss: 85.785, mean of ED: 0.463
loss: 33.419, mean of ED: 0.696

[1548/10000] -  loss: 85.643, mean of ED: 0.463
loss: 33.384, mean of ED: 0.696

[1549/10000] -  loss: 85.502, mean of ED: 0.462
loss: 33.350, mean of ED: 0.695

[1550/10000] -  loss: 85.360, mean of ED: 0.462
loss: 33.315, mean of ED: 0.695

[1551/10000] -  loss: 85.220, mean of ED: 0.462
loss: 33.281, mean of ED: 0.695

[1552/10000] -  loss: 85.079, mean of ED: 0.461
loss: 33.247, mean of ED: 0.694

[1553/10000] -  loss: 84.939, mean of ED: 0.461
loss: 33.213, mean of ED: 0.694

[1554/10000] -  loss: 84.800, mean of ED: 0.460
loss: 33.179, mean of ED: 0.693

[1555/10000] -  loss: 84.661, mean of ED: 0.460
loss: 33.145, mean of ED: 0.693

[1556/10000] -  loss: 84.522, mean of ED: 0.460
loss: 33.111, mean of ED: 0.693

[1557/10000] -  loss: 84.384, mean of ED: 0.459
loss: 33.077, mean of ED: 0.692

[1558/10000] -  loss: 84.246, mean of ED: 0.459
loss: 33.044, mean of ED: 0.692

[1559/10000] -  loss: 84.108, mean of ED: 0.459
loss: 33.010, mean of ED: 0.692

[1560/10000] -  loss: 83.971, mean of ED: 0.458
loss: 32.977, mean of ED: 0.691

[1561/10000] -  loss: 83.835, mean of ED: 0.458
loss: 32.943, mean of ED: 0.691

[1562/10000] -  loss: 83.699, mean of ED: 0.457
loss: 32.910, mean of ED: 0.691

[1563/10000] -  loss: 83.563, mean of ED: 0.457
loss: 32.876, mean of ED: 0.690

[1564/10000] -  loss: 83.427, mean of ED: 0.457
loss: 32.843, mean of ED: 0.690

[1565/10000] -  loss: 83.292, mean of ED: 0.456
loss: 32.810, mean of ED: 0.690

[1566/10000] -  loss: 83.158, mean of ED: 0.456
loss: 32.777, mean of ED: 0.689

[1567/10000] -  loss: 83.023, mean of ED: 0.456
loss: 32.744, mean of ED: 0.689

[1568/10000] -  loss: 82.890, mean of ED: 0.455
loss: 32.712, mean of ED: 0.689

[1569/10000] -  loss: 82.756, mean of ED: 0.455
loss: 32.679, mean of ED: 0.688

[1570/10000] -  loss: 82.623, mean of ED: 0.454
loss: 32.646, mean of ED: 0.688

[1571/10000] -  loss: 82.491, mean of ED: 0.454
loss: 32.614, mean of ED: 0.688

[1572/10000] -  loss: 82.358, mean of ED: 0.454
loss: 32.581, mean of ED: 0.687

[1573/10000] -  loss: 82.226, mean of ED: 0.453
loss: 32.549, mean of ED: 0.687

[1574/10000] -  loss: 82.095, mean of ED: 0.453
loss: 32.517, mean of ED: 0.686

[1575/10000] -  loss: 81.964, mean of ED: 0.453
loss: 32.484, mean of ED: 0.686

[1576/10000] -  loss: 81.833, mean of ED: 0.452
loss: 32.452, mean of ED: 0.686

[1577/10000] -  loss: 81.703, mean of ED: 0.452
loss: 32.420, mean of ED: 0.685

[1578/10000] -  loss: 81.573, mean of ED: 0.452
loss: 32.388, mean of ED: 0.685

[1579/10000] -  loss: 81.443, mean of ED: 0.451
loss: 32.356, mean of ED: 0.685

[1580/10000] -  loss: 81.314, mean of ED: 0.451
loss: 32.324, mean of ED: 0.684

[1581/10000] -  loss: 81.185, mean of ED: 0.451
loss: 32.293, mean of ED: 0.684

[1582/10000] -  loss: 81.057, mean of ED: 0.450
loss: 32.261, mean of ED: 0.684

[1583/10000] -  loss: 80.929, mean of ED: 0.450
loss: 32.229, mean of ED: 0.683

[1584/10000] -  loss: 80.801, mean of ED: 0.449
loss: 32.198, mean of ED: 0.683

[1585/10000] -  loss: 80.674, mean of ED: 0.449
loss: 32.167, mean of ED: 0.683

[1586/10000] -  loss: 80.547, mean of ED: 0.449
loss: 32.135, mean of ED: 0.682

[1587/10000] -  loss: 80.421, mean of ED: 0.448
loss: 32.104, mean of ED: 0.682

[1588/10000] -  loss: 80.294, mean of ED: 0.448
loss: 32.073, mean of ED: 0.682

[1589/10000] -  loss: 80.169, mean of ED: 0.448
loss: 32.042, mean of ED: 0.681

[1590/10000] -  loss: 80.043, mean of ED: 0.447
loss: 32.011, mean of ED: 0.681

[1591/10000] -  loss: 79.918, mean of ED: 0.447
loss: 31.980, mean of ED: 0.681

[1592/10000] -  loss: 79.793, mean of ED: 0.447
loss: 31.949, mean of ED: 0.680

[1593/10000] -  loss: 79.669, mean of ED: 0.446
loss: 31.918, mean of ED: 0.680

[1594/10000] -  loss: 79.545, mean of ED: 0.446
loss: 31.887, mean of ED: 0.680

[1595/10000] -  loss: 79.422, mean of ED: 0.446
loss: 31.857, mean of ED: 0.679

[1596/10000] -  loss: 79.298, mean of ED: 0.445
loss: 31.826, mean of ED: 0.679

[1597/10000] -  loss: 79.175, mean of ED: 0.445
loss: 31.796, mean of ED: 0.679

[1598/10000] -  loss: 79.053, mean of ED: 0.445
loss: 31.765, mean of ED: 0.679

[1599/10000] -  loss: 78.931, mean of ED: 0.444
loss: 31.735, mean of ED: 0.678

[1600/10000] -  loss: 78.809, mean of ED: 0.444
loss: 31.705, mean of ED: 0.678

[1601/10000] -  loss: 78.688, mean of ED: 0.444
loss: 31.675, mean of ED: 0.678

[1602/10000] -  loss: 78.567, mean of ED: 0.443
loss: 31.645, mean of ED: 0.677

[1603/10000] -  loss: 78.446, mean of ED: 0.443
loss: 31.615, mean of ED: 0.677

[1604/10000] -  loss: 78.325, mean of ED: 0.443
loss: 31.585, mean of ED: 0.677

[1605/10000] -  loss: 78.205, mean of ED: 0.442
loss: 31.555, mean of ED: 0.676

[1606/10000] -  loss: 78.086, mean of ED: 0.442
loss: 31.525, mean of ED: 0.676

[1607/10000] -  loss: 77.966, mean of ED: 0.441
loss: 31.495, mean of ED: 0.676

[1608/10000] -  loss: 77.847, mean of ED: 0.441
loss: 31.466, mean of ED: 0.675

[1609/10000] -  loss: 77.729, mean of ED: 0.441
loss: 31.436, mean of ED: 0.675

[1610/10000] -  loss: 77.610, mean of ED: 0.440
loss: 31.406, mean of ED: 0.675

[1611/10000] -  loss: 77.492, mean of ED: 0.440
loss: 31.377, mean of ED: 0.674

[1612/10000] -  loss: 77.375, mean of ED: 0.440
loss: 31.348, mean of ED: 0.674

[1613/10000] -  loss: 77.258, mean of ED: 0.439
loss: 31.318, mean of ED: 0.674

[1614/10000] -  loss: 77.141, mean of ED: 0.439
loss: 31.289, mean of ED: 0.673

[1615/10000] -  loss: 77.024, mean of ED: 0.439
loss: 31.260, mean of ED: 0.673

[1616/10000] -  loss: 76.908, mean of ED: 0.438
loss: 31.231, mean of ED: 0.673

[1617/10000] -  loss: 76.792, mean of ED: 0.438
loss: 31.202, mean of ED: 0.672

[1618/10000] -  loss: 76.676, mean of ED: 0.438
loss: 31.173, mean of ED: 0.672

[1619/10000] -  loss: 76.561, mean of ED: 0.437
loss: 31.144, mean of ED: 0.672

[1620/10000] -  loss: 76.446, mean of ED: 0.437
loss: 31.116, mean of ED: 0.672

[1621/10000] -  loss: 76.331, mean of ED: 0.437
loss: 31.087, mean of ED: 0.671

[1622/10000] -  loss: 76.217, mean of ED: 0.437
loss: 31.058, mean of ED: 0.671

[1623/10000] -  loss: 76.103, mean of ED: 0.436
loss: 31.030, mean of ED: 0.671

[1624/10000] -  loss: 75.990, mean of ED: 0.436
loss: 31.001, mean of ED: 0.670

[1625/10000] -  loss: 75.876, mean of ED: 0.436
loss: 30.972, mean of ED: 0.670

[1626/10000] -  loss: 75.763, mean of ED: 0.435
loss: 30.944, mean of ED: 0.670

[1627/10000] -  loss: 75.651, mean of ED: 0.435
loss: 30.916, mean of ED: 0.669

[1628/10000] -  loss: 75.538, mean of ED: 0.435
loss: 30.888, mean of ED: 0.669

[1629/10000] -  loss: 75.426, mean of ED: 0.434
loss: 30.860, mean of ED: 0.669

[1630/10000] -  loss: 75.315, mean of ED: 0.434
loss: 30.832, mean of ED: 0.668

[1631/10000] -  loss: 75.203, mean of ED: 0.434
loss: 30.804, mean of ED: 0.668

[1632/10000] -  loss: 75.092, mean of ED: 0.433
loss: 30.776, mean of ED: 0.668

[1633/10000] -  loss: 74.982, mean of ED: 0.433
loss: 30.748, mean of ED: 0.668

[1634/10000] -  loss: 74.871, mean of ED: 0.433
loss: 30.720, mean of ED: 0.667

[1635/10000] -  loss: 74.761, mean of ED: 0.432
loss: 30.692, mean of ED: 0.667

[1636/10000] -  loss: 74.652, mean of ED: 0.432
loss: 30.665, mean of ED: 0.667

[1637/10000] -  loss: 74.542, mean of ED: 0.432
loss: 30.637, mean of ED: 0.666

[1638/10000] -  loss: 74.433, mean of ED: 0.431
loss: 30.610, mean of ED: 0.666

[1639/10000] -  loss: 74.324, mean of ED: 0.431
loss: 30.582, mean of ED: 0.666

[1640/10000] -  loss: 74.216, mean of ED: 0.431
loss: 30.555, mean of ED: 0.665

[1641/10000] -  loss: 74.107, mean of ED: 0.430
loss: 30.527, mean of ED: 0.665

[1642/10000] -  loss: 73.999, mean of ED: 0.430
loss: 30.500, mean of ED: 0.665

[1643/10000] -  loss: 73.892, mean of ED: 0.430
loss: 30.473, mean of ED: 0.665

[1644/10000] -  loss: 73.785, mean of ED: 0.429
loss: 30.446, mean of ED: 0.664

[1645/10000] -  loss: 73.678, mean of ED: 0.429
loss: 30.419, mean of ED: 0.664

[1646/10000] -  loss: 73.571, mean of ED: 0.429
loss: 30.392, mean of ED: 0.664

[1647/10000] -  loss: 73.465, mean of ED: 0.429
loss: 30.365, mean of ED: 0.663

[1648/10000] -  loss: 73.359, mean of ED: 0.428
loss: 30.338, mean of ED: 0.663

[1649/10000] -  loss: 73.253, mean of ED: 0.428
loss: 30.311, mean of ED: 0.663

[1650/10000] -  loss: 73.147, mean of ED: 0.428
loss: 30.284, mean of ED: 0.662

[1651/10000] -  loss: 73.042, mean of ED: 0.427
loss: 30.257, mean of ED: 0.662

[1652/10000] -  loss: 72.937, mean of ED: 0.427
loss: 30.231, mean of ED: 0.662

[1653/10000] -  loss: 72.833, mean of ED: 0.427
loss: 30.204, mean of ED: 0.662

[1654/10000] -  loss: 72.728, mean of ED: 0.426
loss: 30.178, mean of ED: 0.661

[1655/10000] -  loss: 72.624, mean of ED: 0.426
loss: 30.151, mean of ED: 0.661

[1656/10000] -  loss: 72.521, mean of ED: 0.426
loss: 30.125, mean of ED: 0.661

[1657/10000] -  loss: 72.417, mean of ED: 0.425
loss: 30.099, mean of ED: 0.660

[1658/10000] -  loss: 72.314, mean of ED: 0.425
loss: 30.073, mean of ED: 0.660

[1659/10000] -  loss: 72.211, mean of ED: 0.425
loss: 30.046, mean of ED: 0.660

[1660/10000] -  loss: 72.109, mean of ED: 0.425
loss: 30.020, mean of ED: 0.660

[1661/10000] -  loss: 72.007, mean of ED: 0.424
loss: 29.994, mean of ED: 0.659

[1662/10000] -  loss: 71.905, mean of ED: 0.424
loss: 29.968, mean of ED: 0.659

[1663/10000] -  loss: 71.803, mean of ED: 0.424
loss: 29.942, mean of ED: 0.659

[1664/10000] -  loss: 71.702, mean of ED: 0.423
loss: 29.916, mean of ED: 0.658

[1665/10000] -  loss: 71.601, mean of ED: 0.423
loss: 29.891, mean of ED: 0.658

[1666/10000] -  loss: 71.500, mean of ED: 0.423
loss: 29.865, mean of ED: 0.658

[1667/10000] -  loss: 71.399, mean of ED: 0.422
loss: 29.839, mean of ED: 0.658

[1668/10000] -  loss: 71.299, mean of ED: 0.422
loss: 29.813, mean of ED: 0.657

[1669/10000] -  loss: 71.199, mean of ED: 0.422
loss: 29.788, mean of ED: 0.657

[1670/10000] -  loss: 71.099, mean of ED: 0.422
loss: 29.762, mean of ED: 0.657

[1671/10000] -  loss: 71.000, mean of ED: 0.421
loss: 29.737, mean of ED: 0.656

[1672/10000] -  loss: 70.901, mean of ED: 0.421
loss: 29.712, mean of ED: 0.656

[1673/10000] -  loss: 70.802, mean of ED: 0.421
loss: 29.686, mean of ED: 0.656

[1674/10000] -  loss: 70.703, mean of ED: 0.420
loss: 29.661, mean of ED: 0.656

[1675/10000] -  loss: 70.605, mean of ED: 0.420
loss: 29.636, mean of ED: 0.655

[1676/10000] -  loss: 70.507, mean of ED: 0.420
loss: 29.611, mean of ED: 0.655

[1677/10000] -  loss: 70.409, mean of ED: 0.420
loss: 29.585, mean of ED: 0.655

[1678/10000] -  loss: 70.312, mean of ED: 0.419
loss: 29.561, mean of ED: 0.655

[1679/10000] -  loss: 70.214, mean of ED: 0.419
loss: 29.536, mean of ED: 0.654

[1680/10000] -  loss: 70.118, mean of ED: 0.419
loss: 29.511, mean of ED: 0.654

[1681/10000] -  loss: 70.021, mean of ED: 0.418
loss: 29.486, mean of ED: 0.654

[1682/10000] -  loss: 69.924, mean of ED: 0.418
loss: 29.461, mean of ED: 0.653

[1683/10000] -  loss: 69.828, mean of ED: 0.418
loss: 29.436, mean of ED: 0.653

[1684/10000] -  loss: 69.732, mean of ED: 0.418
loss: 29.411, mean of ED: 0.653

[1685/10000] -  loss: 69.637, mean of ED: 0.417
loss: 29.387, mean of ED: 0.653

[1686/10000] -  loss: 69.541, mean of ED: 0.417
loss: 29.362, mean of ED: 0.652

[1687/10000] -  loss: 69.446, mean of ED: 0.417
loss: 29.338, mean of ED: 0.652

[1688/10000] -  loss: 69.351, mean of ED: 0.416
loss: 29.313, mean of ED: 0.652

[1689/10000] -  loss: 69.257, mean of ED: 0.416
loss: 29.289, mean of ED: 0.652

[1690/10000] -  loss: 69.163, mean of ED: 0.416
loss: 29.265, mean of ED: 0.651

[1691/10000] -  loss: 69.068, mean of ED: 0.416
loss: 29.240, mean of ED: 0.651

[1692/10000] -  loss: 68.975, mean of ED: 0.415
loss: 29.216, mean of ED: 0.651

[1693/10000] -  loss: 68.881, mean of ED: 0.415
loss: 29.192, mean of ED: 0.650

[1694/10000] -  loss: 68.788, mean of ED: 0.415
loss: 29.168, mean of ED: 0.650

[1695/10000] -  loss: 68.695, mean of ED: 0.414
loss: 29.143, mean of ED: 0.650

[1696/10000] -  loss: 68.602, mean of ED: 0.414
loss: 29.119, mean of ED: 0.650

[1697/10000] -  loss: 68.510, mean of ED: 0.414
loss: 29.096, mean of ED: 0.649

[1698/10000] -  loss: 68.417, mean of ED: 0.414
loss: 29.072, mean of ED: 0.649

[1699/10000] -  loss: 68.325, mean of ED: 0.413
loss: 29.048, mean of ED: 0.649

[1700/10000] -  loss: 68.233, mean of ED: 0.413
loss: 29.024, mean of ED: 0.649

[1701/10000] -  loss: 68.142, mean of ED: 0.413
loss: 29.000, mean of ED: 0.648

[1702/10000] -  loss: 68.051, mean of ED: 0.412
loss: 28.977, mean of ED: 0.648

[1703/10000] -  loss: 67.960, mean of ED: 0.412
loss: 28.953, mean of ED: 0.648

[1704/10000] -  loss: 67.869, mean of ED: 0.412
loss: 28.929, mean of ED: 0.648

[1705/10000] -  loss: 67.778, mean of ED: 0.412
loss: 28.906, mean of ED: 0.647

[1706/10000] -  loss: 67.688, mean of ED: 0.411
loss: 28.882, mean of ED: 0.647

[1707/10000] -  loss: 67.598, mean of ED: 0.411
loss: 28.859, mean of ED: 0.647

[1708/10000] -  loss: 67.508, mean of ED: 0.411
loss: 28.835, mean of ED: 0.646

[1709/10000] -  loss: 67.419, mean of ED: 0.411
loss: 28.812, mean of ED: 0.646

[1710/10000] -  loss: 67.329, mean of ED: 0.410
loss: 28.789, mean of ED: 0.646

[1711/10000] -  loss: 67.240, mean of ED: 0.410
loss: 28.766, mean of ED: 0.646

[1712/10000] -  loss: 67.151, mean of ED: 0.410
loss: 28.742, mean of ED: 0.645

[1713/10000] -  loss: 67.063, mean of ED: 0.409
loss: 28.719, mean of ED: 0.645

[1714/10000] -  loss: 66.974, mean of ED: 0.409
loss: 28.696, mean of ED: 0.645

[1715/10000] -  loss: 66.886, mean of ED: 0.409
loss: 28.673, mean of ED: 0.645

[1716/10000] -  loss: 66.798, mean of ED: 0.409
loss: 28.650, mean of ED: 0.644

[1717/10000] -  loss: 66.711, mean of ED: 0.408
loss: 28.627, mean of ED: 0.644

[1718/10000] -  loss: 66.623, mean of ED: 0.408
loss: 28.605, mean of ED: 0.644

[1719/10000] -  loss: 66.536, mean of ED: 0.408
loss: 28.582, mean of ED: 0.644

[1720/10000] -  loss: 66.449, mean of ED: 0.408
loss: 28.559, mean of ED: 0.643

[1721/10000] -  loss: 66.363, mean of ED: 0.407
loss: 28.536, mean of ED: 0.643

[1722/10000] -  loss: 66.276, mean of ED: 0.407
loss: 28.514, mean of ED: 0.643

[1723/10000] -  loss: 66.190, mean of ED: 0.407
loss: 28.491, mean of ED: 0.643

[1724/10000] -  loss: 66.104, mean of ED: 0.407
loss: 28.468, mean of ED: 0.642

[1725/10000] -  loss: 66.018, mean of ED: 0.406
loss: 28.446, mean of ED: 0.642

[1726/10000] -  loss: 65.932, mean of ED: 0.406
loss: 28.423, mean of ED: 0.642

[1727/10000] -  loss: 65.847, mean of ED: 0.406
loss: 28.401, mean of ED: 0.642

[1728/10000] -  loss: 65.762, mean of ED: 0.405
loss: 28.379, mean of ED: 0.641

[1729/10000] -  loss: 65.677, mean of ED: 0.405
loss: 28.356, mean of ED: 0.641

[1730/10000] -  loss: 65.592, mean of ED: 0.405
loss: 28.334, mean of ED: 0.641

[1731/10000] -  loss: 65.508, mean of ED: 0.405
loss: 28.312, mean of ED: 0.641

[1732/10000] -  loss: 65.424, mean of ED: 0.404
loss: 28.290, mean of ED: 0.640

[1733/10000] -  loss: 65.340, mean of ED: 0.404
loss: 28.268, mean of ED: 0.640

[1734/10000] -  loss: 65.256, mean of ED: 0.404
loss: 28.246, mean of ED: 0.640

[1735/10000] -  loss: 65.172, mean of ED: 0.404
loss: 28.224, mean of ED: 0.640

[1736/10000] -  loss: 65.089, mean of ED: 0.403
loss: 28.202, mean of ED: 0.639

[1737/10000] -  loss: 65.006, mean of ED: 0.403
loss: 28.180, mean of ED: 0.639

[1738/10000] -  loss: 64.923, mean of ED: 0.403
loss: 28.158, mean of ED: 0.639

[1739/10000] -  loss: 64.840, mean of ED: 0.403
loss: 28.136, mean of ED: 0.639

[1740/10000] -  loss: 64.758, mean of ED: 0.402
loss: 28.114, mean of ED: 0.638

[1741/10000] -  loss: 64.676, mean of ED: 0.402
loss: 28.092, mean of ED: 0.638

[1742/10000] -  loss: 64.594, mean of ED: 0.402
loss: 28.071, mean of ED: 0.638

[1743/10000] -  loss: 64.512, mean of ED: 0.402
loss: 28.049, mean of ED: 0.638

[1744/10000] -  loss: 64.430, mean of ED: 0.401
loss: 28.027, mean of ED: 0.637

[1745/10000] -  loss: 64.349, mean of ED: 0.401
loss: 28.006, mean of ED: 0.637

[1746/10000] -  loss: 64.268, mean of ED: 0.401
loss: 27.984, mean of ED: 0.637

[1747/10000] -  loss: 64.187, mean of ED: 0.401
loss: 27.963, mean of ED: 0.637

[1748/10000] -  loss: 64.106, mean of ED: 0.400
loss: 27.942, mean of ED: 0.636

[1749/10000] -  loss: 64.025, mean of ED: 0.400
loss: 27.920, mean of ED: 0.636

[1750/10000] -  loss: 63.945, mean of ED: 0.400
loss: 27.899, mean of ED: 0.636

[1751/10000] -  loss: 63.865, mean of ED: 0.400
loss: 27.878, mean of ED: 0.636

[1752/10000] -  loss: 63.785, mean of ED: 0.399
loss: 27.856, mean of ED: 0.635

[1753/10000] -  loss: 63.705, mean of ED: 0.399
loss: 27.835, mean of ED: 0.635

[1754/10000] -  loss: 63.626, mean of ED: 0.399
loss: 27.814, mean of ED: 0.635

[1755/10000] -  loss: 63.546, mean of ED: 0.399
loss: 27.793, mean of ED: 0.635

[1756/10000] -  loss: 63.467, mean of ED: 0.398
loss: 27.772, mean of ED: 0.634

[1757/10000] -  loss: 63.388, mean of ED: 0.398
loss: 27.751, mean of ED: 0.634

[1758/10000] -  loss: 63.309, mean of ED: 0.398
loss: 27.730, mean of ED: 0.634

[1759/10000] -  loss: 63.231, mean of ED: 0.398
loss: 27.709, mean of ED: 0.634

[1760/10000] -  loss: 63.153, mean of ED: 0.397
loss: 27.688, mean of ED: 0.633

[1761/10000] -  loss: 63.075, mean of ED: 0.397
loss: 27.667, mean of ED: 0.633

[1762/10000] -  loss: 62.997, mean of ED: 0.397
loss: 27.646, mean of ED: 0.633

[1763/10000] -  loss: 62.919, mean of ED: 0.397
loss: 27.626, mean of ED: 0.633

[1764/10000] -  loss: 62.841, mean of ED: 0.396
loss: 27.605, mean of ED: 0.633

[1765/10000] -  loss: 62.764, mean of ED: 0.396
loss: 27.584, mean of ED: 0.632

[1766/10000] -  loss: 62.687, mean of ED: 0.396
loss: 27.564, mean of ED: 0.632

[1767/10000] -  loss: 62.610, mean of ED: 0.396
loss: 27.543, mean of ED: 0.632

[1768/10000] -  loss: 62.533, mean of ED: 0.395
loss: 27.522, mean of ED: 0.632

[1769/10000] -  loss: 62.457, mean of ED: 0.395
loss: 27.502, mean of ED: 0.631

[1770/10000] -  loss: 62.380, mean of ED: 0.395
loss: 27.481, mean of ED: 0.631

[1771/10000] -  loss: 62.304, mean of ED: 0.395
loss: 27.461, mean of ED: 0.631

[1772/10000] -  loss: 62.228, mean of ED: 0.394
loss: 27.441, mean of ED: 0.631

[1773/10000] -  loss: 62.153, mean of ED: 0.394
loss: 27.420, mean of ED: 0.630

[1774/10000] -  loss: 62.077, mean of ED: 0.394
loss: 27.400, mean of ED: 0.630

[1775/10000] -  loss: 62.002, mean of ED: 0.394
loss: 27.380, mean of ED: 0.630

[1776/10000] -  loss: 61.926, mean of ED: 0.393
loss: 27.360, mean of ED: 0.630

[1777/10000] -  loss: 61.851, mean of ED: 0.393
loss: 27.340, mean of ED: 0.629

[1778/10000] -  loss: 61.777, mean of ED: 0.393
loss: 27.320, mean of ED: 0.629

[1779/10000] -  loss: 61.702, mean of ED: 0.393
loss: 27.300, mean of ED: 0.629

[1780/10000] -  loss: 61.627, mean of ED: 0.393
loss: 27.279, mean of ED: 0.629

[1781/10000] -  loss: 61.553, mean of ED: 0.392
loss: 27.259, mean of ED: 0.629

[1782/10000] -  loss: 61.479, mean of ED: 0.392
loss: 27.239, mean of ED: 0.628

[1783/10000] -  loss: 61.405, mean of ED: 0.392
loss: 27.220, mean of ED: 0.628

[1784/10000] -  loss: 61.332, mean of ED: 0.392
loss: 27.200, mean of ED: 0.628

[1785/10000] -  loss: 61.258, mean of ED: 0.391
loss: 27.180, mean of ED: 0.628

[1786/10000] -  loss: 61.185, mean of ED: 0.391
loss: 27.160, mean of ED: 0.627

[1787/10000] -  loss: 61.111, mean of ED: 0.391
loss: 27.140, mean of ED: 0.627

[1788/10000] -  loss: 61.038, mean of ED: 0.391
loss: 27.121, mean of ED: 0.627

[1789/10000] -  loss: 60.966, mean of ED: 0.390
loss: 27.101, mean of ED: 0.627

[1790/10000] -  loss: 60.893, mean of ED: 0.390
loss: 27.081, mean of ED: 0.626

[1791/10000] -  loss: 60.821, mean of ED: 0.390
loss: 27.062, mean of ED: 0.626

[1792/10000] -  loss: 60.748, mean of ED: 0.390
loss: 27.042, mean of ED: 0.626

[1793/10000] -  loss: 60.676, mean of ED: 0.389
loss: 27.023, mean of ED: 0.626

[1794/10000] -  loss: 60.604, mean of ED: 0.389
loss: 27.003, mean of ED: 0.626

[1795/10000] -  loss: 60.533, mean of ED: 0.389
loss: 26.984, mean of ED: 0.625

[1796/10000] -  loss: 60.461, mean of ED: 0.389
loss: 26.964, mean of ED: 0.625

[1797/10000] -  loss: 60.390, mean of ED: 0.389
